0	0	0			
0	0	0			
0.178873239	0.481220657	0.427230047			
0	0	0			
0	0	0			
1.209570957	1.897689769	1.384488449			
0.631861351	0.736298396	0.737561636	0.72389172		
0.161697684	0.799373791	0.77093304	0.752818381		
0.668855275	0.762631493	0.783847994	0.758725809		
0.517451874	0.744405356	0.778889707	0.795808281		
0.6954779	0.767536541	0.738673273	0.71628131		
0.275151793	0.683581991	0.694173975	0.703544528		
0.228070862	0.6917595	0.705435166	0.733641228		
0.220065111	0.758154986	0.739422004	0.728511586		
0.667966414	0.758940736	0.743077271	0.720431177		
0.259732634	0.727459115	0.714669797	0.744888521		
0.69982668	0.714826912	0.706138908	0.706617926		
0.206550698	0.746872194	0.668307566	0.683982737		
0.210059456	0.747023988	0.748423091	0.737465316		
0.345229777	1.025811278	0.727702544	0.982791716		
0.850082496	0.724677544	0.746743783	0.625524642		
0.561555276	0.404037582	0.408864447	0.41397113		
0.4676907	0.310438463	0.301098013	0.272849193		
0.763235447	0.635723468	0.644805802	0.608676077		
0.201019359	0.221322275	0.244454526	0.259762203		
0.282798856	0.237068711	0.216042704	0.211397643		
0.334774561	0.184229168	0.173696576	0.175486205		
0.202492634	0.178610395	0.175887842	0.183815917		
0.267511458	0.180645975	0.171035786	0.151461297		
0.412958882	0.311699421	0.300451751	0.292338012		
0.490157427	0.372984703	0.386506151	0.37698192		
0.440466077	0.373398457	0.385567549	0.380790345		
0.483525307	0.205708447	0.233505146	0.230341556		
0.982582148	0.910204275	0.913202514	0.975955467		
1.043599258	0.30890538	0.882189239			
0	0	0			
0	0	0			
0.66387259	0.43503772	0.324392288			
0.154652137	0.073679799	0.198658843			
0.391031014	0.243922883	0.198658843			
0.009440997	0.009591134	0.009094144	0.008602128	0.0078528	0.008977245
0.104263161	0.123545595	0.107391166	0.104079333	0.100124443	0.099018087
0.013410131	0.015329805	0.015865008	0.014813144	0.012350806	0.012921055
0.015608599	0.015870208	0.019306402	0.018610661	0.01892111	0.019542008
0.011445688	0.014621629	0.013574739	0.017104316	0.020133512	0.019585647
0.016719929	0.01654379	0.019904689	0.015356938	0.018095356	0.015018678
0.013617248	0.016416264	0.014858366	0.014642883	0.016237637	0.013527935
