0.383664628	0.91956793	0.843384069	0.029109977	0.28447302	0.278156071	0.471558717	0.479258497	0.350395209	0.732972001	0.989427632	0.613007228	0.469464419	0.359355899	0.3130223	0.143472532	0.370407626	0.153004589	0.028898583	0.566055002	0.994425763	0.016641782	0.835105175	0.442238266	0.739745875	0.685979273	0
0.553967081	0.61540693	0.507025587	0.7333	0.447082457	0.492125034	0.191954961	0.01171975	0.401654811	0.443018221	0.663211105	0.152244239	0.666934886	0.178028581	0.619639031	0.647985483	0.506284609	0.810055133	0.624615202	0.340706202	0.411268671	0.465400283	0.067546735	0.786646823	0.021373629	0.864607253	0
0.179212563	0.054916192	0.973927722	0.395208495	0.934225719	0.465663086	0.094710281	0.88269939	0.800313334	0.298044309	0.933285726	0.384026772	0.220396712	0.512242845	0.836661432	0.498920893	0.162603768	0.9442771	0.099767347	0.009568695	0.585342436	0.536918328	0.416561229	0.05295451	0.571653528	0.554814429	0
0.383664628	0.91956793	0.843384069	0.029109977	0.28447302	0.278156071	0.471558717	0.479258497	0.350395209	0.732972001	0.989427632	0.613007228	0.469464419	0.359355899	0.3130223	0.143472532	0.370407626	0.153004589	0.028898583	0.566055002	0.994425763	0.016641782	0.835105175	0.442238266	0.739745875	0.685979273	1
0.553967081	0.61540693	0.507025587	0.7333	0.447082457	0.492125034	0.191954961	0.01171975	0.401654811	0.443018221	0.663211105	0.152244239	0.666934886	0.178028581	0.619639031	0.647985483	0.506284609	0.810055133	0.624615202	0.340706202	0.411268671	0.465400283	0.067546735	0.786646823	0.021373629	0.864607253	1
0.179212563	0.054916192	0.973927722	0.395208495	0.934225719	0.465663086	0.094710281	0.88269939	0.800313334	0.298044309	0.933285726	0.384026772	0.220396712	0.512242845	0.836661432	0.498920893	0.162603768	0.9442771	0.099767347	0.009568695	0.585342436	0.536918328	0.416561229	0.05295451	0.571653528	0.554814429	1
0.383664628	0.91956793	0.843384069	0.029109977	0.28447302	0.278156071	0.471558717	0.479258497	0.350395209	0.732972001	0.989427632	0.613007228	0.469464419	0.359355899	0.3130223	0.143472532	0.370407626	0.153004589	0.028898583	0.566055002	0.994425763	0.016641782	0.835105175	0.442238266	0.739745875	0.685979273	2
0.016318604	0.690723254	0.890334496	0.142298565	0.046792249	0.132185845	0.800732957	0.74383561	0.308868143	0.026145537	0.095828284	0.067533031	0.603273849	0.552457648	0.5045772	0.781055274	0.556124979	0.127965332	0.398080654	0.28228155	0.170855335	0.854359175	0.524991369	0.211103585	0.408288881	0.763968078	2
0.812697512	0.809166108	0.310944177	0.837124599	0.550936699	0.027129729	0.60436105	0.6528818	0.208992777	0.196594943	0.358617682	0.750937394	0.148784699	0.831079203	0.746527162	0.856131614	0.985237239	0.593791896	0.400357582	0.628352096	0.842566252	0.33786395	0.950165803	0.80706214	0.476089853	0.015472327	2
0.896221582	0.283830862	0.64380542	0.571500507	0.879051477	0.250487628	0.548266559	0.819232884	0.51258182	0.526097264	0.465675743	0.044286449	0.130779088	0.083156288	0.209692394	0.440023711	0.424096705	0.030813898	0.668208109	0.214089889	0.780548367	0.613982937	0.721154931	0.280936083	0.936608502	0.896217676	2
0.643922264	0.247453061	0.379239254	0.655716897	0.661588981	0.612972899	0.448154531	0.235755694	0.190889198	0.994525537	0.766196542	0.677953472	0.94270874	0.796710814	0.586544639	0.875963938	0.877017717	0.691938747	0.76170959	0.102721189	0.629885908	0.896132546	0.019562786	0.876097578	0.698043146	0.2341404	2
0.084273065	0.489267563	0.010191374	0.508408531	0.717290575	0.855292768	0.964918622	0.674067664	0.672495762	0.661921993	0.147830529	0.996011548	0.377484901	0.4353066	0.890431451	0.542641395	0.79200613	0.31662753	0.867034862	0.835726031	0.01705476	0.742197302	0.785106985	0.630605388	0.322764537	0.080229805	2
0.553967081	0.61540693	0.507025587	0.7333	0.447082457	0.492125034	0.191954961	0.01171975	0.401654811	0.443018221	0.663211105	0.152244239	0.666934886	0.178028581	0.619639031	0.647985483	0.506284609	0.810055133	0.624615202	0.340706202	0.411268671	0.465400283	0.067546735	0.786646823	0.021373629	0.864607253	2
0.291520579	0.776477907	0.126139113	0.083655525	0.806951865	0.159956612	0.721603107	0.572561046	0.970525476	0.758954326	0.507918104	0.524854127	0.855823838	0.894026561	0.106606457	0.276033009	0.130711904	0.779024321	0.499559511	0.880780397	0.261813633	0.280462711	0.923503404	0.533391988	0.602218907	0.337973264	2
0.993238421	0.140118975	0.238085581	0.331931705	0.472001666	0.74151765	0.363492481	0.068133256	0.077231135	0.817824515	0.56265632	0.584433681	0.755376816	0.244988493	0.941563911	0.207144678	0.650124358	0.382459435	0.578702866	0.749716593	0.079045626	0.20992982	0.345728402	0.506907318	0.156061106	0.161664993	2
0.529195363	0.402392441	0.672678145	0.761666204	0.141712184	0.941077132	0.254343404	0.364658135	0.900321004	0.373439342	0.245703492	0.425582638	0.562715619	0.954336522	0.364814182	0.987918018	0.711207488	0.432128089	0.241931837	0.458511019	0.332452558	0.951673901	0.64066725	0.710946564	0.863921818	0.517691286	2
0.417284497	0.118186036	0.446148041	0.244268816	0.352842593	0.917174261	0.288620191	0.404979456	0.541383987	0.572907491	0.060993757	0.862733971	0.0170976	0.632821482	0.411661052	0.354327226	0.234146795	0.907258848	0.317072808	0.705756076	0.688050371	0.156532722	0.590431062	0.954638256	0.240551935	0.400555707	2
0.676827472	0.558838205	0.756855688	0.869718382	0.76542624	0.700096631	0.930111488	0.311556932	0.76990924	0.224662136	0.284298274	0.256373999	0.91728232	0.673859625	0.181910986	0.037149014	0.859705808	0.479243356	0.942811372	0.951048875	0.396660858	0.678824196	0.135920962	0.386798931	0.386241607	0.618388547	2
0.26293872	0.968305479	0.596516122	0.991042235	0.26465488	0.389177522	0.01723266	0.998555648	0.00376552	0.067011007	0.829893486	0.923764503	0.311114662	0.327487238	0.705628846	0.119851928	0.00479423	0.614774611	0.847031255	0.195026764	0.89358143	0.477181937	0.275816235	0.183476485	0.076393905	0.986917761	2
0.179212563	0.054916192	0.973927722	0.395208495	0.934225719	0.465663086	0.094710281	0.88269939	0.800313334	0.298044309	0.933285726	0.384026772	0.220396712	0.512242845	0.836661432	0.498920893	0.162603768	0.9442771	0.099767347	0.009568695	0.585342436	0.536918328	0.416561229	0.05295451	0.571653528	0.554814429	2
0.383664628	0.91956793	0.843384069	0.029109977	0.28447302	0.278156071	0.471558717	0.479258497	0.350395209	0.732972001	0.989427632	0.613007228	0.469464419	0.359355899	0.3130223	0.143472532	0.370407626	0.153004589	0.028898583	0.566055002	0.994425763	0.016641782	0.835105175	0.442238266	0.739745875	0.685979273	3
0.016318604	0.690723254	0.890334496	0.142298565	0.046792249	0.132185845	0.800732957	0.74383561	0.308868143	0.026145537	0.095828284	0.067533031	0.603273849	0.552457648	0.5045772	0.781055274	0.556124979	0.127965332	0.398080654	0.28228155	0.170855335	0.854359175	0.524991369	0.211103585	0.408288881	0.763968078	3
