0.853222896	0.853222896	0.588340719	0.673343322	0.391715384	0.236860775	0.472507889	0.649676832	0.163145895	0.762563533	0.819492382	0.224026743	0.346614477	0.213437843	0
0.571229191	0.571229191	0.623407124	0.708671997	0.51116642	0.31770095	0.060502636	0.469093595	0.910916673	0.52341102	0.762589898	0.08148156	0.99137388	0.345682532	0
0.343853215	0.343853215	0.428592685	0.994619645	0.813803576	0.716076465	0.702794329	0.893634275	0.319199689	0.990597073	0.220949384	0.144610231	0.496864137	0.817620803	0
0.853222896	0.853222896	0.588340719	0.673343322	0.391715384	0.236860775	0.472507889	0.649676832	0.163145895	0.762563533	0.819492382	0.224026743	0.346614477	0.213437843	1
0.571229191	0.571229191	0.623407124	0.708671997	0.51116642	0.31770095	0.060502636	0.469093595	0.910916673	0.52341102	0.762589898	0.08148156	0.99137388	0.345682532	1
0.343853215	0.343853215	0.428592685	0.994619645	0.813803576	0.716076465	0.702794329	0.893634275	0.319199689	0.990597073	0.220949384	0.144610231	0.496864137	0.817620803	1
0.853222896	0.447319307	0.588340719	0.673343322	0.391715384	0.236860775	0.472507889	0.649676832	0.163145895	0.762563533	0.819492382	0.224026743	0.346614477	0.213437843	2
0.571229191	0.932869648	0.623407124	0.708671997	0.51116642	0.31770095	0.060502636	0.469093595	0.910916673	0.52341102	0.762589898	0.08148156	0.99137388	0.345682532	2
0.343853215	0.086027475	0.428592685	0.994619645	0.813803576	0.716076465	0.702794329	0.893634275	0.319199689	0.990597073	0.220949384	0.144610231	0.496864137	0.817620803	2
0.060421186	0.749062831	0.858355726	0.25294337	0.204585899	0.893499606	0.90382117	0.13591533	0.06249671	0.477924226	0.063511401	0.86822597	0.572448388	0.025837201	2
0.734538952	0.300938228	0.128753808	0.103228586	0.917500292	0.58611898	0.140539118	0.785329484	0.221873758	0.003689776	0.984952189	0.579721486	0.861476354	0.164197734	2
0.192958439	0.21073767	0.78371165	0.074722154	0.463842102	0.073986991	0.3563785	0.047307584	0.859605115	0.810378195	0.132876649	0.956250782	0.201198504	0.505452557	2
0.941723451	0.697715205	0.305738165	0.398511755	0.757114829	0.923455647	0.681361728	0.578369413	0.410722365	0.116466215	0.699272144	0.650500346	0.622835389	0.943614024	2
0.677279823	0.820916715	0.034188581	0.848649754	0.146698579	0.438387842	0.273449679	0.374715548	0.512731716	0.309553211	0.585191825	0.469624561	0.78627383	0.798822877	2
0.297142718	0.517576319	0.913588553	0.507817135	0.012396792	0.183641181	0.566215752	0.267396059	0.698444025	0.691496449	0.349427914	0.318743695	0.066413145	0.430001971	2
0.453414303	0.193042326	0.269666554	0.472928559	0.661428205	0.682891644	0.830943279	0.965725324	0.761121913	0.257548509	0.417964774	0.754059156	0.145651494	0.602287057	2
0.853222896	0.447319307	0.588340719	0.673343322	0.391715384	0.236860775	0.472507889	0.649676832	0.163145895	0.762563533	0.819492382	0.224026743	0.346614477	0.213437843	3
0.571229191	0.932869648	0.623407124	0.708671997	0.51116642	0.31770095	0.060502636	0.469093595	0.910916673	0.52341102	0.762589898	0.08148156	0.99137388	0.345682532	3
0.343853215	0.086027475	0.428592685	0.994619645	0.813803576	0.716076465	0.702794329	0.893634275	0.319199689	0.990597073	0.220949384	0.144610231	0.496864137	0.817620803	3
0.060421186	0.749062831	0.858355726	0.25294337	0.204585899	0.893499606	0.90382117	0.13591533	0.06249671	0.477924226	0.063511401	0.86822597	0.572448388	0.025837201	3
0.734538952	0.300938228	0.128753808	0.103228586	0.917500292	0.58611898	0.140539118	0.785329484	0.221873758	0.003689776	0.984952189	0.579721486	0.861476354	0.164197734	3
0.192958439	0.21073767	0.78371165	0.074722154	0.463842102	0.073986991	0.3563785	0.047307584	0.859605115	0.810378195	0.132876649	0.956250782	0.201198504	0.505452557	3
0.941723451	0.697715205	0.305738165	0.398511755	0.757114829	0.923455647	0.681361728	0.578369413	0.410722365	0.116466215	0.699272144	0.650500346	0.622835389	0.943614024	3
0.677279823	0.820916715	0.034188581	0.848649754	0.146698579	0.438387842	0.273449679	0.374715548	0.512731716	0.309553211	0.585191825	0.469624561	0.78627383	0.798822877	3
0.297142718	0.517576319	0.913588553	0.507817135	0.012396792	0.183641181	0.566215752	0.267396059	0.698444025	0.691496449	0.349427914	0.318743695	0.066413145	0.430001971	3
0.453414303	0.193042326	0.269666554	0.472928559	0.661428205	0.682891644	0.830943279	0.965725324	0.761121913	0.257548509	0.417964774	0.754059156	0.145651494	0.602287057	3
0	0	0	1	1	1	0	0	0	0	0	0.89366585	1	0	0
1	0	0	0	1	1	0	0	0	0	1	0	0.1753937	0	0
1	0	0	0	1	1	0	0	0	0	1	1	1	1	0
0	0	0	1	1	1	0	0	0	0	0	0.89366585	1	0	1
1	0	0	0	1	1	0	0	0	0	1	0	0.1753937	0	1
1	0	0	0	1	1	0	0	0	0	1	1	1	1	1
0	0	0	1	1	1	0	0	0	0	0	0.89366585	1	0	2
