-1.327053581	0.14169334
-1.59756213	0.005079028
0.228231261	0.557727599
-0.800055498	0.339423059
-1.408917068	0.020770045
-0.800212947	0.04774567
-0.906303706	0.004496556
-0.544096228	0.035606607
0.12561492	0.246688896
-0.725099885	0.015117952
0.858643765	0.868157485
-1.687860936	0.005328791
-0.103118912	0.149328559
-0.996813552	0.11191689
-0.764412829	0.151957686
-0.118836033	0.044130502
0.155751253	0.028971154
-0.222575889	0.147783439
0.212202958	0.104235012
-0.811952531	0.032531825
0.460264271	0.031398443
-1.415376646	0.003456391
-0.055791765	0.030590246
-0.462108675	0.010731435
-0.868659236	0.058066323
0.078042419	0.011665095
-1.629433835	0
-1.629433835	0
-1.618843808	0.000336446
-1.629433835	0
-1.629433835	0
-1.618843808	0.000336446
-1.60680856	0.000106286
-1.628649904	1.37021E-05
-1.661943869	8.10466E-07
-1.661512811	1.00229E-05
-1.628234344	4.53927E-05
-1.610781036	0.000138291
-1.633496561	6.16578E-05
-1.605899408	0.000222101
-1.623890465	3.51853E-05
-1.636586413	1.29239E-05
-1.497323238	0.000534051
-1.521995535	7.35549E-05
-1.55331019	6.77632E-05
-1.520392518	1.77234E-05
-1.52719247	9.15097E-05
-1.499816052	0.000109857
-1.530843656	0.000144947
-1.525494386	2.50901E-05
-1.52607726	7.00025E-05
-1.529184226	0.000170084
-0.854770654	0.019506692
1.346568614	0.151628345
-0.09492842	0.071307941
1.402478549	0.270811233
1.676875385	0.203925214
1.863765777	0.111689827
0.462947099	0.013893077
0.270510277	0.003332851
-0.291423518	0.03625547
-0.419263119	0.032054043
-1.437269233	0.00123302
-1.56232091	0.000217668
0.834996412	0.005916686
0.908731199	0.026369307
0.44134113	0.00784563
1.251715937	0.005257867
0.444062157	0.035116315
0.583791453	0.095556961
-0.497125343	0.005079056
-0.5631915	0.011047748
-1.171459669	0.000634422
-1.383301377	0.001356073
0.466754525	0.069844929
0.049248587	0.005331633
0.283997718	0.015949557
0.437189049	0.034621001
0.381539719	0.09073603
-0.327894942	0.082898304
-0.74118539	0.003254706
-0.032471031	0.06414036
0.126633042	0.166828628
0.441352062	0.19473758
-1.607867489	2.97037E-05
-1.657871267	5.33511E-06
0.529183213	0.006722131
0.507395846	0.010979282
0.378967162	0.010062619
-0.039209533	0.01813962
0.27849045	0.018479371
-1.658638772	4.0817E-05
0.316649569	0.015659345
0.10229829	0.04282653
-1.507347802	3.66819E-05
-1.52942578	1.22976E-05
0.49436021	0.032864322
0.268260903	0.017951393
0.173851642	0.005111619
-0.220993738	0.007834645
0.084731918	0.054955081
-1.522154046	1.47502E-05
-0.209726094	0.010589136
0.360218301	0.06743258
1.87181036	0.038866036
2.517360395	0.287654291
0.418817052	0.272697289
1.323155456	3.722018696
0.25615343	0.054444547
1.309095229	0.679507899
0.442084287	0.017333435
0.438815414	0.003130598
0.520223131	0.01636247
0.526275827	0.002732307
0.388934885	0.019594631
0.270085358	0.010011467
0.454614421	0.002603026
0.425764971	0.003739474
0.423079382	0.008667157
0.420869306	0.003535333
1.094105627	0.181769323
1.165369236	0.098602279
1.389121822	1.062397736
0.936626914	0.104413585
0.874368449	0.025205259
0.757522816	0.071286061
0.551996921	0.104640988
0.521173546	0.105337004
0.630591314	0.064432635
0.335574926	0.038120871
-0.109926316	0.030040464
-0.219088048	0.011706289
0.060421874	0.034600625
0.749768143	0.071863504
0.691669469	0.113294631
0.852155987	0.021801625
1.423756475	0.021178487
0.756932923	0.005417561
0.725641426	0.001018457
0.68354226	0.007325398
0.385194783	0.004709719
0.501192665	0.000585002
0.342613642	0.002916581
0.418586013	0.003571587
0.416079381	0.005897668
0.618695884	0.032013876
1.33070713	0.183199539
0.999397235	0.14818875
0.90163678	0.345658472
0.941565868	0.231941795
0.669635141	0.099828849
0.658837944	0.055776741
0.619254037	0.087998936
0.739465769	0.512905026
0.531802565	0.120033017
0.03291306	0.037704192
0.144186904	0.044824346
-0.191809405	0.045128899
0.018677668	0.027182202
0.940551505	0.048796024
1.026077926	0.09312526
1.349175123	0.13543935
0.604748789	0.0031133
0.657232937	0.009719512
0.544633323	0.011860038
0.412662443	0.006108321
0.463803667	0.003076719
0.482574331	0.002932947
0.395512727	0.008703347
0.331568196	0.001786831
0.380542234	0.001781923
0.363275109	0.008321201
0.482267413	0.04371246
0.653307548	0.016589214
0.590652755	0.05563811
0.463299584	0.018039014
0.421444539	0.114862601
0.394503568	0.05120119
0.553844913	0.04544686
0.480425267	0.039278274
0.406484035	0.065644098
0.247674631	0.043610051
0.189781684	0.015440695
3.305367494	0.260577671
1.07133262	0.334580181
1.389100369	0.883937452
0.72981013	0.142601007
1.222914835	0.128206461
0.841786966	0.018510677
0.651829798	0.002511419
0.846206119	0.006508393
0.531325529	0.011018014
0.356978087	0.00632819
0.379440911	0.023661885
0.546914622	0.041192225
-1.23597842	0.000757749
-1.452370329	1.85958E-05
0.37092036	0.016550051
0.021484255	0.079597181
0.496328506	0.063220261
-0.408608767	0.042627661
0.543167892	0.011839337
0.850905064	0.055367126
1.104921976	0.025257863
0.637545205	0.007899965
-1.095025612	0.008596833
-1.382815586	0.000169062
0.662867727	0.054152984
1.71672671	0.612268975
